objectid,n_muertos,n_heridos,id_accident
470699,0,2,470699
470700,0,0,470700
470701,0,0,470701
470702,0,1,470702
470703,0,0,470703
470704,0,0,470704
470706,0,0,470706
470708,0,1,470708
470709,0,1,470709
470711,0,0,470711
470712,0,0,470712
470714,0,0,470714
470722,0,0,470722
471094,0,2,471094
471095,0,0,471095
471096,0,0,471096
471097,0,0,471097
471098,0,0,471098
471099,0,0,471099
471100,0,0,471100
471101,0,0,471101
471102,0,4,471102
471103,0,1,471103
471104,0,1,471104
471109,0,0,471109
471110,1,1,471110
471112,1,0,471112
471113,0,0,471113
471114,0,0,471114
471115,1,0,471115
471120,0,4,471120
471121,0,0,471121
471122,0,6,471122
472351,0,0,472351
472352,0,0,472352
472353,0,1,472353
472354,0,0,472354
472355,0,1,472355
472356,0,0,472356
472357,0,0,472357
472358,0,0,472358
472359,0,0,472359
472369,0,0,472369
472370,0,0,472370
472372,0,0,472372
472375,0,1,472375
473500,0,0,473500
473894,0,0,473894
473895,0,1,473895
473896,0,0,473896
473897,0,1,473897
473898,0,0,473898
474294,0,0,474294
474295,0,1,474295
474296,0,0,474296
474301,0,1,474301
474302,0,0,474302
474304,0,0,474304
474307,0,0,474307
474308,0,2,474308
474695,0,0,474695
474697,0,0,474697
478694,0,0,478694
479094,0,0,479094
479097,0,0,479097
479099,0,0,479099
479102,0,0,479102
479103,0,1,479103
479104,0,0,479104
479494,0,0,479494
479495,0,1,479495
479496,0,0,479496
480294,0,2,480294
480694,1,0,480694
480695,0,1,480695
480696,0,1,480696
480698,0,0,480698
481094,1,4,481094
481095,0,1,481095
481096,0,0,481096
481098,1,0,481098
482294,0,0,482294
482295,0,2,482295
482296,0,1,482296
482297,0,0,482297
482694,0,0,482694
482695,0,1,482695
482696,0,0,482696
483096,0,0,483096
483099,0,1,483099
483100,0,2,483100
483101,1,0,483101
483494,0,0,483494
483496,0,0,483496
483497,0,0,483497
483498,0,0,483498
494704,0,0,494704
496703,0,0,496703
497103,0,0,497103
497109,0,0,497109
497110,0,0,497110
497503,0,2,497503
497506,0,0,497506
497507,0,1,497507
497508,0,0,497508
497509,0,1,497509
497510,0,0,497510
497903,0,0,497903
498704,1,0,498704
498705,0,0,498705
498706,0,1,498706
499103,0,3,499103
499503,0,0,499503
499505,0,0,499505
499506,0,2,499506
499507,0,0,499507
499509,0,0,499509
499510,1,1,499510
499511,0,0,499511
499512,0,1,499512
499908,0,0,499908
499911,1,0,499911
499912,0,2,499912
505103,0,0,505103
509903,0,0,509903
509904,0,2,509904
515904,0,0,515904
515905,0,0,515905
515906,0,0,515906
515907,1,2,515907
515908,0,0,515908
515909,0,0,515909
515910,0,0,515910
515911,0,0,515911
516708,0,0,516708
516709,0,2,516709
516710,0,1,516710
516711,1,0,516711
517103,0,1,517103
517104,0,1,517104
517106,0,1,517106
517109,0,0,517109
517110,0,1,517110
517111,0,1,517111
519106,0,3,519106
519108,1,0,519108
519503,0,0,519503
519504,0,2,519504
519506,0,2,519506
519903,0,1,519903
519904,0,0,519904
522303,1,1,522303
523103,0,2,523103
523507,0,0,523507
523905,0,0,523905
523906,0,1,523906
523907,0,0,523907
523909,0,0,523909
523910,0,0,523910
523911,0,0,523911
524306,0,0,524306
524704,0,1,524704
525103,0,0,525103
529111,0,0,529111
530304,0,0,530304
530308,1,0,530308
530310,0,0,530310
530311,0,0,530311
530708,0,2,530708
533106,0,0,533106
533903,0,0,533903
534303,0,0,534303
535104,0,0,535104
539103,0,0,539103
539104,0,1,539104
539105,0,0,539105
539106,0,4,539106
539107,0,0,539107
539108,0,1,539108
539504,0,0,539504
539505,0,0,539505
539506,0,1,539506
539507,0,0,539507
539508,0,1,539508
539509,0,0,539509
539510,0,2,539510
539511,1,0,539511
548303,0,1,548303
549103,0,1,549103
549104,0,1,549104
549105,1,1,549105
549106,0,0,549106
549107,0,3,549107
549109,0,0,549109
549110,0,0,549110
549111,0,0,549111
549112,0,0,549112
549505,0,0,549505
549507,0,1,549507
549509,0,1,549509
549510,0,1,549510
554703,0,1,554703
556306,1,0,556306
557503,0,0,557503
557504,0,0,557504
557505,0,0,557505
557506,0,1,557506
557507,0,2,557507
557903,0,1,557903
557904,0,0,557904
557905,0,0,557905
557907,0,0,557907
557909,0,1,557909
557910,0,0,557910
557913,0,0,557913
557916,0,0,557916
558304,0,0,558304
558305,0,0,558305
558308,0,0,558308
558309,0,2,558309
558311,1,1,558311
558313,0,0,558313
558315,0,0,558315
565917,0,0,565917
563904,0,2,563904
563905,0,1,563905
565906,0,0,565906
565907,0,0,565907
565908,0,1,565908
565909,0,0,565909
565910,0,0,565910
565911,1,0,565911
565912,0,0,565912
565913,0,0,565913
565914,0,0,565914
565915,0,1,565915
565916,1,0,565916
